user_id,place_id,rating
6,301,4
6,67,5
6,232,3
6,285,3
6,20,3
6,452,4
6,63,3
6,299,4
6,550,5
6,294,5
6,9,5
6,367,5
6,574,3
6,26,3
6,452,4
7,61,3
7,6,3
7,281,5
7,9,3
7,212,5
7,290,4
7,281,4
7,482,3
7,398,5
7,41,5
7,63,4
7,311,3
7,33,3
7,482,3
7,433,4
7,475,4
7,311,4
7,550,3
7,273,4
7,358,4
7,284,5
7,319,5
7,375,5
7,83,3
7,71,3
7,20,5
7,32,4
7,13,5
7,479,4
7,358,5
8,518,3
8,71,4
8,26,5
8,83,5
8,258,4
8,301,5
8,328,3
8,498,4
8,347,4
8,322,5
8,34,3
8,446,4
8,281,3
8,294,3
8,537,5
8,302,5
8,26,3
8,8,4
8,180,4
8,534,3
8,40,3
8,30,3
8,328,3
8,301,3
8,520,5
8,373,5
8,530,3
8,517,5
8,71,3
8,25,4
9,44,4
9,491,4
9,475,5
9,258,3
9,281,4
9,481,3
9,233,4
9,149,4
9,28,4
9,498,4
9,17,3
9,77,4
9,50,5
9,61,3
9,375,4
9,518,5
9,72,5
9,532,5
9,539,3
9,13,5
9,545,5
9,281,5
9,395,3
9,46,4
9,488,3
9,541,3
9,31,5
9,489,5
9,68,3
9,63,4
10,527,4
10,550,3
10,544,3
10,25,3
10,302,5
10,149,5
10,47,4
10,295,4
10,302,3
10,327,3
10,52,3
10,41,5
10,8,5
10,281,4
10,273,3
10,523,3
10,485,3
10,20,3
10,373,5
10,19,3
10,322,5
10,446,4
10,489,5
10,347,4
10,51,4
10,18,4
10,28,5
10,71,5
10,359,5
10,309,4
11,520,4
11,286,4
11,446,4
11,36,3
11,81,4
11,37,5
11,450,3
11,28,3
11,367,3
11,570,5
11,258,4
11,25,4
11,31,3
11,67,3
11,498,5
11,32,5
11,24,5
11,340,4
11,258,4
11,482,3
11,149,3
11,134,4
11,273,5
11,299,5
11,44,3
11,81,4
11,302,3
11,479,4
11,286,3
11,551,5
12,505,3
12,290,3
12,17,3
12,54,3
12,273,5
12,331,3
12,40,5
12,367,3
12,327,3
12,375,3
12,488,4
12,395,3
12,471,5
12,1,3
12,34,3
12,315,5
12,69,5
12,286,5
12,309,3
12,326,4
12,71,4
12,260,3
12,351,5
12,319,4
12,8,4
12,550,4
12,36,4
12,498,4
12,498,5
12,69,5
13,46,4
13,541,4
13,29,5
13,57,5
13,568,3
13,26,4
13,50,3
13,71,5
13,134,5
13,452,4
13,327,4
13,329,4
13,41,4
13,11,4
13,20,4
13,488,4
13,306,5
13,450,4
13,38,5
13,496,3
13,419,4
13,38,5
13,446,4
13,395,5
13,534,4
13,11,3
13,479,5
13,462,5
13,445,4
13,233,5
14,531,5
14,556,3
14,532,3
14,468,5
14,24,3
14,462,4
14,24,5
14,57,3
14,295,4
14,309,5
14,340,5
14,301,3
14,340,3
14,54,4
14,281,3
14,539,3
14,530,4
14,95,3
14,366,3
14,312,3
14,6,3
14,149,3
14,320,5
14,36,3
14,28,3
14,359,5
14,518,3
14,398,5
14,356,5
14,532,4
15,462,4
15,46,5
15,302,5
15,38,5
15,340,4
15,50,5
15,367,3
15,482,5
15,285,5
15,83,3
15,284,3
15,462,3
15,433,3
15,6,4
15,249,5
15,260,4
15,570,3
15,320,5
15,465,4
15,41,5
15,71,5
15,72,4
15,232,5
15,541,4
15,281,3
15,359,3
15,258,4
15,479,5
15,413,5
15,286,3
16,294,5
16,77,5
16,568,4
16,520,4
16,479,4
16,8,5
16,45,4
16,81,4
16,559,5
16,366,4
16,488,5
16,449,4
16,327,3
16,471,3
16,134,3
16,310,3
16,26,5
16,475,4
16,25,3
16,534,5
16,36,5
16,356,5
16,66,3
16,47,4
16,446,3
16,366,3
16,517,4
16,63,4
16,446,3
16,54,4
17,232,4
17,64,3
17,295,5
17,320,4
17,329,4
17,281,5
17,358,5
17,36,3
17,46,3
17,479,3
17,149,4
17,498,3
17,149,4
17,30,3
17,465,5
17,375,3
17,446,5
17,574,5
17,233,5
17,95,3
17,481,4
17,532,5
17,40,3
17,471,5
17,475,4
17,149,5
17,551,4
17,550,3
17,534,5
17,260,4
18,302,3
18,327,5
18,498,4
18,18,4
18,249,4
18,551,5
18,366,5
18,500,5
18,334,3
18,1,3
18,306,3
18,545,4
18,46,4
18,544,5
18,11,3
18,39,5
18,38,3
18,550,3
18,32,3
18,249,4
18,482,4
18,69,4
18,574,3
18,551,5
18,482,3
18,366,5
18,37,4
18,281,4
18,481,4
18,6,4
19,351,4
19,334,4
19,39,3
19,50,3
19,26,3
19,433,3
19,20,4
19,39,5
19,532,3
19,57,3
19,180,5
19,286,4
19,284,3
19,315,4
19,69,3
19,134,4
19,18,5
19,419,5
19,9,3
19,373,5
19,550,4
19,465,5
19,505,5
19,450,4
19,249,3
19,72,5
19,523,5
19,394,3
19,25,4
19,18,3
20,284,4
20,17,5
20,320,4
20,306,5
20,351,3
20,95,3
20,535,5
20,358,5
20,449,4
20,315,3
20,310,3
20,30,5
20,72,5
20,51,4
20,433,5
20,180,3
20,233,4
20,258,3
20,180,3
20,400,5
20,479,5
20,8,3
20,452,4
20,81,5
20,302,5
20,498,3
20,302,5
20,212,3
20,41,3
20,375,5
21,134,5
21,52,4
21,273,3
21,331,3
21,71,3
21,347,4
21,331,3
21,47,4
21,17,5
21,449,4
21,331,3
21,537,3
21,35,5
21,367,3
21,108,5
21,309,3
21,54,3
21,500,3
21,537,4
21,373,5
21,347,5
21,462,3
21,475,3
21,475,3
21,488,4
21,20,5
21,326,3
21,400,3
21,334,4
21,50,4
22,331,5
22,44,5
22,29,5
22,331,5
22,475,3
22,482,3
22,315,5
22,20,3
22,34,4
22,327,4
22,498,4
22,61,4
22,358,5
22,471,3
22,63,4
22,419,3
22,479,5
22,476,4
22,64,5
22,6,4
22,523,3
22,550,4
22,347,5
22,7,5
22,13,5
22,485,5
22,331,5
22,356,5
22,66,3
22,281,3
23,68,3
23,24,5
23,373,4
23,44,4
23,328,3
23,306,5
23,320,5
23,31,4
23,57,4
23,57,3
23,315,4
23,394,3
23,51,4
23,517,5
23,517,3
23,301,4
23,523,3
23,233,5
23,31,5
23,108,4
23,452,4
23,309,5
23,62,5
23,134,3
23,62,4
23,24,3
23,47,3
23,496,3
23,347,3
23,479,5
24,285,3
24,39,3
24,315,3
24,395,3
24,108,4
24,83,4
24,356,5
24,334,5
24,479,5
24,62,4
24,281,4
24,72,5
24,320,3
24,329,4
24,260,5
24,36,3
24,517,3
24,400,4
24,334,5
24,97,4
24,491,5
24,19,5
24,550,3
24,52,3
24,38,5
24,541,3
24,520,3
24,281,4
24,72,3
24,54,4
25,11,3
25,97,3
25,249,4
25,52,5
25,29,3
25,446,5
25,539,4
25,468,4
25,281,3
25,413,4
25,535,4
25,24,5
25,71,4
25,180,5
25,340,4
25,498,3
25,50,4
25,367,3
25,134,5
25,367,3
25,294,5
25,351,4
25,398,5
25,18,4
25,395,4
25,26,5
25,62,3
25,46,3
25,52,5
25,347,4
26,20,3
26,505,4
26,475,3
26,62,5
26,531,5
26,413,5
26,570,3
26,71,3
26,309,3
26,489,5
26,9,3
26,433,4
26,482,4
26,299,3
26,212,3
26,46,4
26,97,4
26,328,4
26,358,4
26,523,4
26,530,4
26,505,3
26,33,3
26,551,4
26,81,5
26,468,5
26,531,3
26,41,3
26,51,4
26,40,4
27,496,5
27,326,5
27,488,5
27,449,5
27,476,3
27,1,3
27,62,5
27,51,5
27,449,3
27,39,5
27,465,4
27,24,5
27,545,3
27,449,3
27,400,4
27,232,5
27,446,5
27,479,4
27,452,3
27,81,4
27,38,5
27,517,5
27,452,4
27,13,4
27,328,5
27,395,4
27,331,5
27,356,4
27,26,4
27,302,3
28,8,3
28,26,3
28,33,3
28,11,5
28,95,4
28,319,5
28,23,4
28,489,4
28,450,3
28,312,4
28,505,3
28,26,3
28,28,3
28,35,4
28,30,4
28,8,3
28,574,3
28,327,5
28,491,5
28,496,3
28,517,4
28,505,4
28,523,4
28,545,5
28,258,3
28,539,4
28,488,3
28,559,4
28,539,3
28,8,3
29,301,3
29,498,5
29,328,3
29,394,5
29,61,5
29,1,3
29,25,4
29,373,4
29,38,4
29,545,3
29,496,4
29,319,5
29,295,5
29,46,5
29,535,5
29,498,4
29,8,4
29,541,4
29,541,4
29,51,5
29,306,3
29,500,3
29,40,4
29,46,5
29,498,4
29,302,4
29,541,5
29,258,3
29,45,5
29,11,3
30,375,3
30,559,5
30,545,4
30,315,5
30,433,5
30,51,3
30,310,5
30,475,5
30,319,4
30,13,4
30,212,5
30,539,5
30,37,3
30,488,3
30,77,5
30,539,5
30,545,3
30,479,5
30,541,4
30,537,3
30,320,5
30,81,4
30,29,4
30,450,3
30,462,4
30,41,5
30,532,4
30,32,4
30,329,4
30,71,5
31,97,3
31,471,3
31,496,5
31,482,4
31,149,3
31,394,5
31,535,4
31,66,5
31,18,3
31,534,4
31,556,3
31,32,5
31,9,3
31,367,5
31,33,4
31,7,4
31,491,4
31,299,4
31,489,3
31,44,4
31,47,3
31,233,3
31,17,3
31,61,4
31,31,3
31,400,3
31,367,4
31,50,4
31,322,3
31,302,3
32,61,4
32,233,3
32,311,3
32,481,5
32,295,5
32,568,5
32,347,5
32,394,4
32,77,5
32,527,5
32,556,5
32,485,4
32,537,5
32,398,5
32,500,3
32,47,3
32,537,5
32,28,3
32,310,5
32,284,5
32,233,5
32,479,5
32,479,4
32,30,4
32,398,4
32,67,4
32,23,5
32,29,4
32,40,4
32,71,4
33,485,5
33,498,5
33,465,3
33,356,5
33,286,4
33,52,4
33,413,4
33,450,3
33,13,5
33,77,5
33,108,3
33,539,4
33,72,3
33,449,4
33,419,3
33,340,4
33,33,5
33,41,4
33,310,3
33,541,3
33,69,3
33,366,5
33,468,5
33,34,3
33,534,3
33,233,4
33,468,3
33,351,4
33,7,5
33,20,3
34,69,3
34,471,4
34,24,3
34,77,4
34,544,3
34,284,3
34,450,3
34,500,5
34,23,5
34,35,3
34,13,5
34,81,4
34,45,3
34,260,5
34,77,4
34,233,3
34,551,4
34,45,3
34,475,3
34,302,3
34,449,5
34,359,3
34,398,3
34,535,3
34,375,5
34,356,3
34,260,4
34,62,4
34,534,3
34,534,4
35,11,3
35,28,4
35,394,3
35,149,5
35,465,5
35,331,4
35,47,5
35,18,3
35,340,3
35,312,3
35,375,3
35,40,3
35,273,5
35,260,3
35,328,4
35,72,3
35,373,4
35,489,5
35,309,4
35,347,5
35,312,3
35,40,4
35,491,5
35,537,5
35,531,5
35,77,5
35,44,3
35,491,5
35,310,3
35,449,5
36,394,3
36,347,3
36,45,4
36,475,3
36,97,3
36,134,3
36,520,5
36,530,4
36,320,4
36,290,5
36,489,5
36,38,4
36,36,3
36,419,5
36,19,5
36,18,4
36,39,5
36,367,5
36,47,3
36,25,4
36,570,3
36,52,3
36,67,5
36,18,5
36,482,3
36,452,5
36,285,5
36,47,3
36,258,3
36,97,5
37,61,5
37,249,3
37,498,3
37,294,3
37,400,5
37,468,4
37,7,5
37,28,3
37,7,5
37,134,5
37,39,4
37,19,3
37,295,4
37,550,4
37,574,3
37,489,5
37,57,4
37,475,4
37,66,4
37,180,3
37,450,4
37,37,3
37,331,4
37,320,4
37,398,3
37,258,5
37,351,4
37,281,5
37,77,5
37,488,4
38,52,4
38,260,4
38,481,5
38,249,4
38,260,4
38,544,5
38,51,3
38,315,3
38,26,4
38,77,4
38,545,3
38,505,5
38,568,5
38,445,3
38,347,5
38,445,3
38,366,4
38,312,5
38,479,5
38,81,3
38,71,5
38,13,4
38,500,4
38,23,4
38,51,5
38,62,4
38,322,3
38,36,4
38,375,4
38,452,5
39,310,4
39,260,3
39,63,3
39,568,3
39,35,4
39,302,5
39,537,3
39,413,5
39,6,5
39,28,5
39,29,3
39,134,3
39,520,4
39,450,5
39,36,5
39,66,4
39,13,3
39,23,5
39,479,3
39,232,4
39,537,4
39,40,4
39,51,3
39,359,4
39,395,5
39,449,5
39,232,5
39,212,3
39,452,4
39,476,3
40,95,3
40,481,3
40,32,3
40,340,4
40,68,4
40,71,3
40,62,3
40,37,3
40,445,4
40,1,3
40,294,4
40,9,4
40,452,3
40,62,3
40,351,3
40,66,3
40,46,4
40,340,5
40,517,3
40,574,5
40,367,3
40,551,3
40,309,5
40,108,5
40,44,3
40,462,4
40,301,4
40,527,4
40,482,3
40,1,4
41,6,3
41,18,4
41,518,5
41,328,4
41,134,5
41,327,5
41,249,5
41,471,4
41,491,5
41,545,4
41,299,3
41,69,4
41,505,3
41,61,4
41,551,4
41,500,3
41,468,5
41,550,3
41,28,4
41,517,5
41,38,3
41,358,4
41,32,3
41,395,4
41,77,4
41,52,3
41,373,3
41,45,5
41,574,4
41,527,4
42,77,5
42,322,3
42,149,5
42,491,5
42,482,3
42,286,5
42,23,3
42,249,3
42,500,4
42,299,3
42,550,4
42,52,5
42,311,4
42,64,3
42,518,4
42,505,4
42,433,3
42,32,3
42,54,3
42,299,4
42,47,5
42,77,5
42,7,4
42,551,4
42,38,4
42,517,4
42,491,4
42,281,5
42,446,5
42,39,4
43,413,4
43,71,4
43,327,5
43,446,4
43,394,5
43,83,3
43,50,3
43,366,3
43,6,4
43,400,3
43,449,4
43,327,5
43,373,5
43,8,3
43,45,5
43,322,4
43,8,5
43,302,4
43,19,4
43,539,5
43,7,3
43,520,3
43,398,5
43,395,3
43,530,5
43,7,4
43,319,4
43,319,4
43,398,5
43,568,3
44,471,4
44,97,5
44,539,4
44,400,5
44,347,5
44,31,4
44,83,5
44,281,5
44,11,5
44,358,3
44,366,5
44,322,4
44,72,4
44,66,4
44,482,3
44,273,4
44,311,3
44,63,5
44,468,3
44,320,5
44,52,4
44,433,3
44,568,4
44,485,4
44,500,3
44,1,4
44,491,4
44,46,5
44,398,4
44,295,5
45,286,5
45,351,3
45,537,5
45,29,3
45,556,5
45,134,3
45,433,5
45,574,5
45,539,5
45,326,3
45,545,4
45,31,5
45,38,5
45,315,5
45,31,5
45,232,3
45,11,3
45,479,5
45,433,4
45,38,4
45,482,4
45,66,5
45,25,4
45,69,3
45,67,3
45,445,3
45,13,4
45,294,3
45,46,5
45,496,4
46,180,4
46,413,3
46,40,4
46,57,5
46,351,4
46,1,3
46,17,5
46,491,5
46,498,4
46,18,5
46,281,5
46,468,4
46,535,5
46,17,5
46,520,4
46,36,5
46,328,4
46,452,4
46,482,5
46,400,5
46,36,5
46,537,4
46,13,5
46,61,3
46,534,5
46,7,4
46,319,4
46,25,4
46,500,3
46,347,4
47,496,5
47,326,3
47,30,5
47,36,5
47,475,3
47,46,3
47,71,3
47,356,5
47,38,5
47,290,3
47,233,5
47,541,3
47,541,3
47,50,4
47,334,3
47,45,5
47,306,5
47,34,3
47,57,4
47,285,4
47,517,4
47,28,4
47,351,3
47,356,4
47,505,5
47,28,3
47,180,4
47,31,5
47,452,5
47,13,4
48,452,3
48,449,3
48,315,5
48,518,3
48,31,3
48,481,3
48,366,3
48,134,5
48,489,4
48,260,4
48,537,5
48,212,5
48,30,5
48,485,3
48,52,4
48,41,5
48,452,4
48,232,5
48,356,4
48,233,3
48,488,5
48,373,5
48,446,4
48,17,3
48,328,4
48,24,3
48,6,5
48,574,3
48,77,4
48,9,5
49,24,3
49,24,3
49,398,5
49,433,5
49,465,5
49,520,4
49,28,5
49,83,4
49,520,5
49,505,4
49,64,5
49,7,4
49,24,5
49,67,3
49,11,3
49,334,4
49,38,4
49,40,5
49,54,4
49,482,4
49,13,5
49,31,3
49,77,3
49,232,5
49,449,4
49,29,3
49,535,3
49,25,5
49,69,3
49,249,3
50,537,3
50,574,4
50,545,5
50,568,4
50,465,5
50,71,5
50,18,5
50,531,3
50,475,3
50,326,5
50,32,5
50,544,3
50,394,4
50,77,5
50,530,4
50,331,3
50,479,5
50,6,4
50,327,4
50,81,5
50,400,4
50,302,3
50,531,3
50,471,3
50,500,3
50,559,5
50,18,4
50,64,4
50,520,3
50,39,5
51,41,4
51,500,5
51,309,4
51,83,3
51,54,4
51,62,4
51,29,5
51,9,3
51,530,3
51,38,5
51,545,4
51,550,5
51,8,3
51,38,3
51,45,5
51,537,4
51,57,3
51,450,3
51,329,4
51,34,4
51,26,4
51,419,3
51,539,5
51,33,5
51,312,3
51,180,3
51,294,3
51,40,5
51,394,4
51,180,5
52,97,5
52,334,3
52,334,5
52,63,3
52,537,5
52,445,3
52,322,3
52,66,3
52,496,4
52,37,3
52,63,5
52,32,4
52,17,4
52,54,4
52,559,3
52,452,4
52,534,5
52,44,3
52,45,3
52,326,3
52,574,3
52,149,3
52,535,4
52,37,3
52,258,4
52,319,3
52,232,4
52,51,3
52,41,3
52,23,4
53,295,3
53,556,3
53,359,3
53,77,3
53,326,5
53,108,4
53,66,3
53,476,4
53,50,3
53,310,5
53,394,3
53,33,5
53,340,3
53,413,3
53,498,5
53,419,5
53,83,3
53,25,5
53,273,4
53,322,5
53,315,5
53,465,5
53,29,4
53,322,4
53,309,4
53,35,3
53,29,4
53,19,3
53,481,4
53,30,3
54,77,4
54,23,5
54,149,3
54,517,5
54,97,5
54,322,3
54,482,4
54,481,4
54,46,4
54,574,4
54,527,4
54,479,4
54,18,4
54,491,4
54,40,3
54,19,3
54,373,5
54,47,3
54,25,3
54,180,4
54,327,5
54,465,5
54,532,5
54,1,3
54,95,3
54,570,5
54,527,5
54,66,5
54,322,5
54,232,4
55,302,4
55,301,3
55,351,3
55,33,3
55,340,4
55,72,4
55,520,5
55,488,4
55,539,3
55,496,4
55,1,4
55,527,5
55,36,5
55,71,3
55,488,3
55,328,3
55,327,5
55,273,4
55,574,4
55,41,5
55,285,3
55,34,4
55,41,5
55,373,4
55,18,4
55,570,5
55,61,5
55,311,4
55,419,4
55,290,5
56,327,3
56,445,3
56,449,4
56,479,3
56,63,4
56,25,3
56,527,4
56,541,5
56,373,5
56,400,5
56,479,3
56,311,4
56,310,4
56,532,4
56,47,4
56,20,5
56,23,5
56,327,4
56,67,3
56,450,3
56,28,4
56,328,3
56,534,4
56,38,4
56,359,3
56,95,4
56,28,4
56,413,4
56,319,5
56,328,5
57,281,4
57,1,3
57,44,4
57,468,3
57,69,3
57,479,3
57,35,5
57,527,3
57,530,5
57,311,4
57,212,4
57,570,5
57,301,3
57,527,5
57,149,5
57,29,3
57,9,5
57,537,5
57,8,3
57,471,3
57,450,4
57,212,3
57,319,4
57,340,5
57,523,3
57,46,5
57,34,5
57,535,5
57,419,5
57,7,5
58,306,5
58,518,5
58,488,5
58,50,3
58,71,3
58,286,3
58,400,3
58,30,4
58,419,3
58,62,3
58,311,5
58,51,4
58,545,4
58,527,3
58,518,4
58,518,4
58,545,4
58,356,3
58,54,3
58,51,5
58,570,5
58,570,5
58,574,4
58,45,3
58,11,4
58,471,5
58,51,4
58,95,3
58,545,3
58,13,5
59,28,4
59,445,3
59,57,4
59,534,3
59,340,3
59,28,3
59,465,5
59,452,3
59,260,4
59,52,4
59,301,4
59,496,3
59,351,5
59,556,4
59,394,3
59,33,4
59,445,3
59,556,4
59,44,5
59,40,4
59,212,4
59,19,5
59,551,3
59,36,5
59,334,4
59,108,5
59,445,4
59,419,5
59,527,4
59,471,5
60,449,5
60,29,3
60,488,3
60,465,4
60,46,3
60,306,5
60,523,3
60,310,5
60,77,5
60,273,3
60,306,5
60,39,3
60,306,3
60,11,4
60,62,5
60,446,4
60,64,4
60,523,4
60,30,3
60,445,3
60,97,4
60,64,5
60,535,4
60,258,4
60,449,3
60,462,3
60,29,5
60,394,3
60,295,4
60,34,3
61,523,5
61,302,5
61,367,3
61,20,5
61,37,4
61,535,3
61,63,3
61,40,3
61,481,3
61,149,3
61,517,4
61,537,3
61,51,3
61,134,3
61,36,3
61,67,4
61,491,5
61,465,3
61,539,5
61,46,3
61,479,5
61,77,5
61,233,4
61,319,5
61,322,3
61,258,3
61,35,5
61,334,3
61,373,3
61,322,4
62,433,3
62,446,4
62,545,3
62,550,4
62,450,3
62,33,3
62,25,5
62,212,5
62,395,5
62,322,4
62,52,4
62,541,3
62,537,3
62,54,3
62,309,5
62,394,3
62,534,5
62,331,3
62,491,4
62,67,4
62,294,4
62,545,4
62,18,5
62,413,3
62,450,3
62,485,4
62,232,4
62,373,3
62,356,5
62,35,4
63,375,5
63,320,5
63,351,5
63,30,4
63,496,4
63,18,5
63,375,5
63,452,4
63,394,5
63,468,5
63,64,4
63,398,5
63,47,5
63,37,3
63,67,4
63,315,5
63,273,4
63,260,4
63,8,5
63,550,4
63,500,5
63,471,3
63,559,5
63,530,3
63,40,3
63,294,3
63,394,4
63,38,4
63,400,3
63,290,3
64,37,3
64,81,3
64,315,4
64,299,5
64,570,4
64,52,3
64,532,3
64,551,4
64,326,5
64,534,4
64,64,4
64,54,5
64,11,5
64,69,4
64,41,3
64,83,5
64,482,3
64,481,3
64,505,5
64,81,5
64,481,4
64,311,5
64,81,3
64,482,4
64,359,5
64,69,4
64,315,5
64,285,3
64,311,3
64,294,3
65,28,3
65,258,3
65,51,3
65,319,4
65,359,5
65,496,3
65,180,3
65,81,3
65,97,3
65,19,3
65,77,5
65,95,5
65,520,5
65,468,5
65,6,5
65,13,4
65,38,3
65,25,4
65,559,4
65,11,5
65,64,3
65,366,4
65,539,5
65,537,4
65,31,3
65,334,3
65,413,4
65,232,3
65,64,3
65,81,5
66,249,4
66,260,5
66,366,3
66,23,4
66,23,4
66,476,3
66,556,3
66,20,5
66,9,3
66,30,4
66,449,5
66,315,5
66,398,4
66,481,5
66,489,3
66,68,3
66,541,5
66,331,5
66,505,3
66,551,4
66,570,5
66,149,4
66,249,5
66,57,4
66,400,5
66,356,5
66,45,5
66,30,3
66,468,3
66,394,5
67,66,3
67,531,5
67,249,4
67,68,5
67,286,3
67,311,3
67,485,5
67,366,5
67,568,5
67,25,3
67,68,5
67,294,3
67,356,3
67,286,3
67,485,5
67,329,4
67,544,5
67,465,5
67,517,5
67,232,4
67,233,4
67,95,4
67,518,5
67,334,3
67,485,4
67,556,4
67,311,4
67,44,4
67,108,3
67,20,3
68,306,4
68,83,4
68,37,3
68,38,3
68,479,4
68,419,4
68,471,4
68,433,5
68,319,5
68,13,5
68,413,4
68,334,4
68,20,3
68,532,4
68,51,3
68,446,5
68,532,5
68,180,4
68,505,4
68,366,5
68,327,5
68,312,5
68,81,3
68,20,4
68,284,4
68,286,4
68,13,5
68,38,3
68,50,4
68,306,3
69,68,3
69,482,4
69,482,5
69,309,4
69,311,3
69,6,4
69,482,4
69,545,4
69,545,3
69,527,5
69,28,4
69,232,4
69,556,5
69,295,3
69,39,3
69,286,5
69,373,5
69,30,5
69,373,4
69,35,3
69,531,3
69,471,3
69,30,5
69,394,4
69,491,5
69,449,4
69,50,5
69,331,5
69,33,3
69,108,3
70,81,4
70,445,4
70,39,5
70,530,4
70,450,3
70,311,3
70,67,4
70,449,5
70,367,3
70,31,3
70,527,3
70,294,4
70,180,3
70,531,5
70,419,3
70,66,3
70,17,3
70,301,4
70,505,4
70,419,5
70,28,5
70,394,5
70,232,4
70,309,4
70,395,5
70,57,5
70,301,4
70,446,5
70,306,5
70,51,4
71,551,3
71,64,3
71,249,5
71,550,5
71,498,5
71,68,3
71,326,5
71,326,5
71,532,5
71,273,4
71,479,4
71,489,5
71,44,5
71,315,5
71,328,4
71,413,3
71,233,5
71,462,3
71,537,4
71,465,5
71,83,5
71,306,4
71,482,3
71,232,4
71,134,3
71,7,5
71,500,4
71,419,4
71,71,4
71,71,5
72,24,3
72,329,3
72,532,3
72,69,3
72,45,5
72,433,4
72,482,5
72,400,5
72,306,4
72,373,3
72,356,3
72,67,5
72,462,3
72,471,5
72,327,3
72,47,3
72,322,5
72,498,4
72,539,5
72,47,3
72,37,5
72,471,3
72,541,3
72,306,4
72,452,3
72,62,4
72,532,4
72,39,4
72,33,5
72,366,4
73,468,4
73,556,4
73,41,3
73,258,3
73,39,3
73,8,3
73,534,3
73,249,3
73,419,5
73,358,4
73,290,3
73,95,3
73,72,3
73,328,3
73,481,4
73,400,5
73,6,3
73,532,5
73,286,5
73,41,3
73,36,3
73,24,4
73,356,5
73,398,5
73,537,5
73,322,3
73,134,3
73,489,3
73,367,4
73,46,5
74,340,4
74,475,4
74,6,4
74,149,5
74,556,3
74,328,5
74,485,5
74,449,4
74,351,4
74,574,4
74,471,5
74,309,5
74,544,3
74,496,5
74,68,5
74,62,4
74,273,5
74,39,3
74,394,5
74,77,4
74,465,3
74,69,3
74,311,4
74,481,3
74,485,3
74,539,3
74,306,4
74,1,4
74,69,3
74,67,5
75,31,5
75,462,4
75,97,4
75,517,5
75,367,4
75,340,3
75,394,3
75,485,5
75,64,5
75,498,5
75,40,4
75,35,3
75,488,4
75,531,5
75,523,3
75,35,5
75,329,5
75,309,4
75,232,3
75,550,4
75,315,5
75,550,3
75,475,4
75,462,4
75,26,3
75,550,4
75,505,4
75,320,5
75,72,4
75,395,3
76,29,4
76,319,4
76,40,4
76,17,3
76,329,4
76,39,4
76,95,5
76,6,5
76,481,5
76,301,5
76,527,4
76,260,5
76,327,4
76,23,3
76,44,3
76,568,5
76,72,3
76,69,3
76,26,4
76,413,4
76,81,3
76,544,5
76,294,4
76,180,5
76,306,5
76,108,5
76,26,4
76,568,5
76,347,5
76,481,4
77,72,3
77,35,5
77,37,3
77,433,5
77,482,3
77,351,4
77,311,5
77,249,3
77,24,4
77,320,5
77,419,3
77,25,5
77,340,3
77,479,5
77,77,5
77,322,4
77,69,4
77,544,5
77,212,3
77,25,5
77,64,4
77,17,3
77,468,5
77,358,4
77,489,5
77,347,5
77,63,4
77,233,5
77,45,4
77,66,3
78,41,4
78,38,3
78,334,4
78,68,4
78,326,4
78,394,5
78,400,5
78,481,3
78,83,3
78,505,4
78,290,3
78,462,3
78,37,3
78,347,4
78,30,3
78,95,4
78,233,5
78,35,4
78,149,4
