user_id,place_id,location,rating
23,104,lombok,5
23,37,jakarta,5
23,375,bali,3
23,563,yogyakarta,4
23,54,medan,3
23,72,medan,4
23,8,jakarta,5
23,38,jakarta,5
23,13,jakarta,4
23,108,lombok,4
23,88,padang,4
23,83,padang,4
23,75,medan,5
23,237,batam,4
23,140,lombok,4
23,278,batam,4
23,285,batam,5
23,258,batam,5
23,81,padang,5
23,106,lombok,5
23,62,medan,3
23,99,padang,4
24,395,bali,5
24,446,bali,5
24,545,yogyakarta,3
24,237,batam,5
24,46,jakarta,4
24,306,bali,3
24,104,lombok,5
24,263,batam,4
24,13,jakarta,4
24,19,jakarta,5
24,281,batam,4
24,110,lombok,5
24,257,batam,5
24,327,bali,4
24,99,padang,5
24,47,jakarta,5
24,491,yogyakarta,4
24,485,yogyakarta,3
24,172,lombok,4
24,475,yogyakarta,4
24,103,lombok,4
24,52,medan,4
24,71,medan,5
24,95,padang,3
24,53,medan,5
24,83,padang,5
24,68,medan,4
24,88,padang,5
25,311,bali,5
25,314,bali,4
25,273,batam,5
25,523,yogyakarta,4
25,413,bali,4
25,329,bali,4
25,11,jakarta,5
25,20,jakarta,4
25,106,lombok,4
25,283,batam,5
25,527,yogyakarta,5
25,257,batam,5
25,500,yogyakarta,4
25,53,medan,5
25,97,padang,4
25,518,yogyakarta,5
25,113,lombok,5
25,8,jakarta,5
25,34,jakarta,4
25,72,medan,5
25,77,padang,3
25,116,lombok,5
25,104,lombok,5
25,81,padang,3
25,63,medan,3
25,249,batam,4
25,52,medan,3
25,99,padang,5
26,269,batam,5
26,57,medan,5
26,312,bali,5
26,274,batam,3
26,23,jakarta,4
26,366,bali,3
26,364,bali,3
26,30,jakarta,4
26,31,jakarta,5
26,263,batam,4
26,542,yogyakarta,5
26,286,batam,3
26,558,yogyakarta,4
26,574,yogyakarta,3
26,403,bali,5
26,16,jakarta,5
26,69,medan,4
26,483,yogyakarta,5
26,99,padang,5
26,106,lombok,4
26,88,padang,5
26,51,medan,3
26,75,medan,3
26,110,lombok,4
26,97,padang,3
26,108,lombok,5
26,136,lombok,5
26,77,padang,3
27,359,bali,5
27,445,bali,5
27,481,yogyakarta,4
27,34,jakarta,4
27,54,medan,3
27,466,bali,5
27,474,bali,3
27,38,jakarta,3
27,212,lombok,3
27,9,jakarta,3
27,31,jakarta,5
27,136,lombok,4
27,505,yogyakarta,3
27,67,medan,4
27,499,yogyakarta,5
27,104,lombok,3
27,63,medan,4
27,290,batam,5
27,568,yogyakarta,5
27,95,padang,3
27,81,padang,5
27,68,medan,4
27,260,batam,4
27,103,lombok,3
27,263,batam,4
27,282,batam,3
27,97,padang,3
27,99,padang,5
28,45,jakarta,4
28,54,medan,5
28,483,yogyakarta,3
28,450,bali,4
28,428,bali,5
28,136,lombok,4
28,373,bali,5
28,517,yogyakarta,5
28,328,bali,4
28,134,lombok,3
28,273,batam,3
28,22,jakarta,5
28,574,yogyakarta,3
28,519,yogyakarta,3
28,24,jakarta,4
28,40,jakarta,3
28,235,batam,5
28,140,lombok,5
28,113,lombok,4
28,281,batam,4
28,269,batam,5
28,88,padang,5
28,59,medan,3
28,72,medan,5
28,97,padang,3
28,52,medan,3
28,77,padang,5
28,99,padang,4
29,67,medan,3
29,46,jakarta,3
29,285,batam,4
29,13,jakarta,3
29,249,batam,3
29,52,medan,4
29,386,bali,5
29,475,yogyakarta,4
29,556,yogyakarta,3
29,88,padang,5
29,274,batam,5
29,498,yogyakarta,5
29,450,bali,5
29,54,medan,4
29,519,yogyakarta,5
29,471,bali,3
29,69,medan,5
29,212,lombok,5
29,180,lombok,5
29,283,batam,5
29,336,bali,3
29,44,jakarta,4
29,40,jakarta,3
29,149,lombok,3
29,118,lombok,5
29,77,padang,5
29,81,padang,4
29,95,padang,4
30,57,medan,5
30,462,bali,3
30,496,yogyakarta,4
30,471,bali,4
30,532,yogyakarta,5
30,358,bali,5
30,99,padang,3
30,375,bali,3
30,149,lombok,5
30,476,yogyakarta,3
30,534,yogyakarta,3
30,72,medan,5
30,246,batam,4
30,16,jakarta,4
30,81,padang,4
30,38,jakarta,5
30,34,jakarta,4
30,37,jakarta,3
30,68,medan,5
30,263,batam,3
30,283,batam,5
30,62,medan,4
30,136,lombok,4
30,237,batam,4
30,108,lombok,3
30,212,lombok,4
30,95,padang,4
30,83,padang,5
31,328,bali,5
31,516,yogyakarta,5
31,269,batam,4
31,67,medan,4
31,263,batam,4
31,281,batam,5
31,64,medan,3
31,106,lombok,4
31,32,jakarta,3
31,301,bali,4
31,483,yogyakarta,4
31,50,jakarta,3
31,539,yogyakarta,4
31,428,bali,5
31,519,yogyakarta,4
31,52,medan,4
31,26,jakarta,4
31,449,bali,3
31,83,padang,3
31,252,batam,5
31,72,medan,3
31,41,jakarta,5
31,134,lombok,5
31,172,lombok,4
31,180,lombok,4
31,81,padang,5
31,97,padang,4
31,95,padang,5
32,99,padang,3
32,475,yogyakarta,4
32,545,yogyakarta,4
32,386,bali,4
32,281,batam,5
32,23,jakarta,3
32,57,medan,3
32,310,bali,3
32,489,yogyakarta,5
32,571,yogyakarta,3
32,328,bali,4
32,295,bali,4
32,110,lombok,3
32,274,batam,4
32,104,lombok,5
32,106,lombok,5
32,136,lombok,3
32,83,padang,5
32,12,jakarta,4
32,52,medan,3
32,30,jakarta,4
32,290,batam,5
32,63,medan,3
32,53,medan,4
32,273,batam,5
32,97,padang,3
32,46,jakarta,5
32,88,padang,5
33,17,jakarta,5
33,320,bali,4
33,542,yogyakarta,4
33,286,batam,5
33,353,bali,5
33,11,jakarta,5
33,102,lombok,4
33,347,bali,5
33,69,medan,4
33,484,yogyakarta,3
33,322,bali,3
33,18,jakarta,4
33,246,batam,4
33,6,jakarta,5
33,81,padang,3
33,57,medan,3
33,232,batam,5
33,550,yogyakarta,3
33,520,yogyakarta,5
33,282,batam,5
33,97,padang,5
33,51,medan,5
33,113,lombok,3
33,116,lombok,5
33,61,medan,4
33,212,lombok,3
33,83,padang,3
33,99,padang,3
34,481,yogyakarta,3
34,237,batam,5
34,517,yogyakarta,4
34,424,bali,5
34,336,bali,4
34,281,batam,3
34,574,yogyakarta,3
34,505,yogyakarta,3
34,118,lombok,5
34,22,jakarta,3
34,359,bali,4
34,401,bali,4
34,9,jakarta,3
34,278,batam,3
34,47,jakarta,3
34,75,medan,3
34,249,batam,4
34,97,padang,3
34,95,padang,5
34,64,medan,3
34,34,jakarta,3
34,140,lombok,5
34,212,lombok,3
34,67,medan,4
34,116,lombok,5
34,71,medan,3
34,99,padang,3
34,88,padang,4
35,233,batam,3
35,246,batam,5
35,559,yogyakarta,3
35,413,bali,3
35,99,padang,3
35,447,bali,3
35,97,padang,3
35,474,bali,5
35,16,jakarta,4
35,12,jakarta,4
35,17,jakarta,4
35,532,yogyakarta,4
35,424,bali,3
35,25,jakarta,3
35,110,lombok,4
35,81,padang,4
35,252,batam,3
35,64,medan,3
35,212,lombok,5
35,103,lombok,3
35,519,yogyakarta,4
35,481,yogyakarta,3
35,71,medan,3
35,257,batam,3
35,53,medan,4
35,52,medan,5
35,134,lombok,3
35,83,padang,3
36,88,padang,3
36,69,medan,3
36,485,yogyakarta,3
36,419,bali,5
36,559,yogyakarta,3
36,284,batam,5
36,358,bali,5
36,398,bali,3
36,571,yogyakarta,3
36,387,bali,4
36,482,yogyakarta,4
36,102,lombok,3
36,67,medan,4
36,32,jakarta,3
36,118,lombok,3
36,72,medan,3
36,285,batam,4
36,237,batam,3
36,104,lombok,3
36,95,padang,4
36,282,batam,4
36,136,lombok,3
36,8,jakarta,5
36,75,medan,4
36,39,jakarta,5
36,11,jakarta,4
36,83,padang,3
36,81,padang,4
37,482,yogyakarta,4
37,544,yogyakarta,5
37,545,yogyakarta,5
37,235,batam,3
37,326,bali,4
37,558,yogyakarta,4
37,102,lombok,4
37,403,bali,5
37,134,lombok,5
37,26,jakarta,5
37,463,bali,4
37,110,lombok,3
37,329,bali,4
37,34,jakarta,5
37,149,lombok,5
37,20,jakarta,5
37,249,batam,3
37,11,jakarta,5
37,267,batam,5
37,232,batam,4
37,66,medan,5
37,83,padang,3
37,75,medan,3
37,97,padang,4
37,54,medan,3
37,71,medan,5
37,81,padang,3
37,99,padang,4
38,31,jakarta,4
38,269,batam,3
38,433,bali,4
38,57,medan,3
38,384,bali,5
38,481,yogyakarta,5
38,312,bali,5
38,556,yogyakarta,5
38,246,batam,3
38,38,jakarta,3
38,403,bali,5
38,68,medan,5
38,17,jakarta,5
38,535,yogyakarta,3
38,37,jakarta,3
38,54,medan,5
38,71,medan,3
38,97,padang,3
38,286,batam,3
38,550,yogyakarta,3
38,81,padang,5
38,103,lombok,3
38,283,batam,3
38,113,lombok,3
38,110,lombok,5
38,108,lombok,3
38,99,padang,3
38,77,padang,3
39,413,bali,5
39,64,medan,5
39,516,yogyakarta,3
39,113,lombok,3
39,6,jakarta,4
39,387,bali,5
39,489,yogyakarta,4
39,284,batam,5
39,59,medan,3
39,395,bali,3
39,53,medan,3
39,373,bali,3
39,180,lombok,3
39,118,lombok,3
39,274,batam,5
39,12,jakarta,3
39,54,medan,4
39,11,jakarta,4
39,285,batam,4
39,290,batam,4
39,1,jakarta,3
39,483,yogyakarta,5
39,534,yogyakarta,4
39,108,lombok,5
39,88,padang,5
39,97,padang,5
39,77,padang,5
39,95,padang,3
40,46,jakarta,5
40,532,yogyakarta,3
40,285,batam,5
40,483,yogyakarta,3
40,367,bali,5
40,303,bali,4
40,395,bali,5
40,384,bali,5
40,475,yogyakarta,5
40,54,medan,4
40,9,jakarta,5
40,149,lombok,5
40,34,jakarta,5
40,485,yogyakarta,4
40,39,jakarta,5
40,102,lombok,3
40,180,lombok,3
40,61,medan,3
40,118,lombok,3
40,257,batam,4
40,71,medan,3
40,72,medan,3
40,263,batam,3
40,249,batam,4
40,99,padang,5
40,88,padang,3
40,81,padang,5
40,77,padang,3
41,523,yogyakarta,4
41,328,bali,5
41,263,batam,5
41,488,yogyakarta,4
41,433,bali,3
41,103,lombok,5
41,14,jakarta,5
41,504,yogyakarta,3
41,13,jakarta,5
41,77,padang,3
41,97,padang,4
41,11,jakarta,4
41,570,yogyakarta,4
41,375,bali,4
41,40,jakarta,4
41,373,bali,4
41,69,medan,5
41,106,lombok,4
41,282,batam,4
41,278,batam,3
41,290,batam,4
41,63,medan,3
41,99,padang,4
41,88,padang,5
41,116,lombok,5
41,66,medan,5
41,53,medan,5
41,110,lombok,5
42,39,jakarta,4
42,16,jakarta,4
42,320,bali,3
42,352,bali,3
42,314,bali,4
42,331,bali,5
42,570,yogyakarta,5
42,483,yogyakarta,4
42,47,jakarta,4
42,54,medan,3
42,33,jakarta,3
42,269,batam,5
42,534,yogyakarta,4
42,574,yogyakarta,4
42,116,lombok,3
42,67,medan,3
42,103,lombok,4
42,282,batam,4
42,274,batam,3
42,252,batam,4
42,61,medan,3
42,72,medan,3
42,113,lombok,4
42,140,lombok,3
42,95,padang,3
42,88,padang,5
42,81,padang,4
42,77,padang,3
43,311,bali,4
43,505,yogyakarta,5
43,35,jakarta,4
43,373,bali,5
43,62,medan,5
43,395,bali,4
43,232,batam,3
43,484,yogyakarta,5
43,83,padang,5
43,40,jakarta,3
43,118,lombok,4
43,419,bali,5
43,570,yogyakarta,3
43,8,jakarta,5
43,6,jakarta,4
43,77,padang,3
43,104,lombok,3
43,273,batam,4
43,66,medan,3
43,75,medan,4
43,518,yogyakarta,5
43,113,lombok,3
43,172,lombok,5
43,97,padang,5
43,68,medan,3
43,286,batam,5
43,88,padang,3
43,285,batam,5
44,311,bali,5
44,298,bali,3
44,13,jakarta,3
44,285,batam,3
44,39,jakarta,3
44,269,batam,4
44,537,yogyakarta,3
44,541,yogyakarta,3
44,394,bali,3
44,403,bali,3
44,97,padang,3
44,556,yogyakarta,5
44,489,yogyakarta,4
44,57,medan,3
44,37,jakarta,5
44,26,jakarta,3
44,77,padang,3
44,284,batam,5
44,75,medan,3
44,212,lombok,4
44,62,medan,3
44,267,batam,3
44,66,medan,3
44,102,lombok,5
44,104,lombok,4
44,149,lombok,4
44,81,padang,3
44,88,padang,3
45,527,yogyakarta,5
45,33,jakarta,3
45,17,jakarta,5
45,9,jakarta,4
45,335,bali,5
45,75,medan,4
45,26,jakarta,5
45,312,bali,3
45,347,bali,3
45,285,batam,3
45,61,medan,5
45,544,yogyakarta,3
45,498,yogyakarta,4
45,531,yogyakarta,3
45,267,batam,5
45,298,bali,5
45,212,lombok,5
45,140,lombok,4
45,284,batam,4
45,235,batam,3
45,54,medan,5
45,136,lombok,4
45,77,padang,3
45,149,lombok,5
45,81,padang,4
45,53,medan,4
45,97,padang,5
45,83,padang,3
46,8,jakarta,3
46,16,jakarta,4
46,232,batam,5
46,77,padang,4
46,433,bali,5
46,328,bali,3
46,306,bali,5
46,51,medan,5
46,40,jakarta,4
46,299,bali,4
46,26,jakarta,5
46,574,yogyakarta,5
46,67,medan,3
46,523,yogyakarta,3
46,283,batam,3
46,531,yogyakarta,5
46,140,lombok,5
46,212,lombok,4
46,108,lombok,5
46,237,batam,4
46,517,yogyakarta,3
46,66,medan,3
46,59,medan,3
46,149,lombok,3
46,286,batam,3
46,88,padang,5
46,81,padang,5
46,97,padang,5
47,51,medan,3
47,568,yogyakarta,3
47,252,batam,3
47,99,padang,5
47,485,yogyakarta,4
47,12,jakarta,4
47,366,bali,4
47,563,yogyakarta,3
47,246,batam,3
47,531,yogyakarta,5
47,331,bali,4
47,13,jakarta,4
47,235,batam,5
47,395,bali,4
47,11,jakarta,3
47,353,bali,3
47,1,jakarta,5
47,149,lombok,4
47,249,batam,4
47,62,medan,3
47,180,lombok,4
47,83,padang,5
47,97,padang,3
47,81,padang,3
47,54,medan,5
47,67,medan,5
47,134,lombok,5
47,104,lombok,5
48,246,batam,5
48,134,lombok,3
48,273,batam,3
48,102,lombok,3
48,20,jakarta,5
48,36,jakarta,3
48,299,bali,5
48,30,jakarta,3
48,83,padang,4
48,286,batam,4
48,51,medan,5
48,476,yogyakarta,5
48,12,jakarta,5
48,327,bali,5
48,306,bali,3
48,315,bali,3
48,556,yogyakarta,5
48,558,yogyakarta,5
48,285,batam,4
48,69,medan,5
48,544,yogyakarta,4
48,180,lombok,3
48,149,lombok,4
48,57,medan,3
48,62,medan,3
48,81,padang,3
48,95,padang,4
48,88,padang,4
49,233,batam,5
49,366,bali,4
49,488,yogyakarta,4
49,550,yogyakarta,5
49,212,lombok,3
49,463,bali,3
49,30,jakarta,3
49,282,batam,5
49,88,padang,5
49,25,jakarta,5
49,465,bali,5
49,394,bali,4
49,499,yogyakarta,5
49,559,yogyakarta,5
49,31,jakarta,5
49,6,jakarta,4
49,273,batam,3
49,51,medan,5
49,180,lombok,5
49,281,batam,3
49,52,medan,3
49,63,medan,5
49,54,medan,4
49,118,lombok,5
49,83,padang,5
49,77,padang,3
49,99,padang,5
49,110,lombok,4
50,315,bali,3
50,237,batam,4
50,22,jakarta,5
50,342,bali,4
50,28,jakarta,3
50,68,medan,5
50,106,lombok,5
50,59,medan,5
50,537,yogyakarta,4
50,77,padang,4
50,24,jakarta,4
50,545,yogyakarta,4
50,134,lombok,3
50,309,bali,3
50,258,batam,4
50,23,jakarta,3
50,484,yogyakarta,5
50,574,yogyakarta,4
50,445,bali,3
50,104,lombok,4
50,254,batam,3
50,212,lombok,5
50,274,batam,4
50,72,medan,5
50,53,medan,5
